20,20,3,

164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,
164,161,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,164,
164,177,87,89,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,119,121,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,87,89,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,119,121,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,87,89,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,119,121,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,179,164,
164,193,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,195,164,
164,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,211,164,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,230,231,232,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
